Port Name,Full path name,Required Interface,Operations,Direction,Return Type
p_throttle_GetState,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::throttle.p_throttle_GetState,If_PWT_Throttle,Pwt_Throttle_GetState,provided,Pwt_Throttle_State_t*
p_gearbox_Init,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_Init,If_PWT_Gearbox,Pwt_Gearbox_Init,provided,void
p_gearbox_GetShiftDelayMs,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_GetShiftDelayMs,If_PWT_Gearbox,Pwt_Gearbox_GetShiftDelayMs,provided,uint16_t
p_gearbox_SetShiftDelayMs,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_SetShiftDelayMs,If_PWT_Gearbox,Pwt_Gearbox_SetShiftDelayMs,provided,void
p_gearbox_GetKickdownPct,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_GetKickdownPct,If_PWT_Gearbox,Pwt_Gearbox_GetKickdownPct,provided,uint16_t
p_gearbox_SetKickdownPct,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_SetKickdownPct,If_PWT_Gearbox,Pwt_Gearbox_SetKickdownPct,provided,void
p_gearbox_GetTrimOffset,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_GetTrimOffset,If_PWT_Gearbox,Pwt_Gearbox_GetTrimOffset,provided,uint16_t
p_gearbox_SetTrimOffset,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_SetTrimOffset,If_PWT_Gearbox,Pwt_Gearbox_SetTrimOffset,provided,void
p_gearbox_ReadLeverPos,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_ReadLeverPos,If_PWT_Gearbox,Pwt_Gearbox_ReadLeverPos,provided,uint16_t
p_gearbox_ReadOutputRpm,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_ReadOutputRpm,If_PWT_Gearbox,Pwt_Gearbox_ReadOutputRpm,provided,uint16_t
p_gearbox_ReadOilTemp,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_ReadOilTemp,If_PWT_Gearbox,Pwt_Gearbox_ReadOilTemp,provided,uint16_t
p_gearbox_ReadAux01,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_ReadAux01,If_PWT_Gearbox,Pwt_Gearbox_ReadAux01,provided,uint16_t
p_gearbox_ReadAux02,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_ReadAux02,If_PWT_Gearbox,Pwt_Gearbox_ReadAux02,provided,uint16_t
p_gearbox_ReadAux03,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_ReadAux03,If_PWT_Gearbox,Pwt_Gearbox_ReadAux03,provided,uint16_t
p_gearbox_Compute,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_Compute,If_PWT_Gearbox,Pwt_Gearbox_Compute,provided,uint16_t
p_gearbox_SelfTest,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_SelfTest,If_PWT_Gearbox,Pwt_Gearbox_SelfTest,provided,uint8_t
p_gearbox_Step,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_Step,If_PWT_Gearbox,Pwt_Gearbox_Step,provided,void
p_gearbox_GetState,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::gearbox.p_gearbox_GetState,If_PWT_Gearbox,Pwt_Gearbox_GetState,provided,Pwt_Gearbox_State_t*
p_cruise_Init,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_Init,If_PWT_Cruise,Pwt_Cruise_Init,provided,void
p_cruise_GetMaxSetKph,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_GetMaxSetKph,If_PWT_Cruise,Pwt_Cruise_GetMaxSetKph,provided,uint16_t
p_cruise_SetMaxSetKph,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_SetMaxSetKph,If_PWT_Cruise,Pwt_Cruise_SetMaxSetKph,provided,void
p_cruise_GetRampKphS,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_GetRampKphS,If_PWT_Cruise,Pwt_Cruise_GetRampKphS,provided,uint16_t
p_cruise_SetRampKphS,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_SetRampKphS,If_PWT_Cruise,Pwt_Cruise_SetRampKphS,provided,void
p_cruise_GetTrimOffset,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_GetTrimOffset,If_PWT_Cruise,Pwt_Cruise_GetTrimOffset,provided,uint16_t
p_cruise_SetTrimOffset,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_SetTrimOffset,If_PWT_Cruise,Pwt_Cruise_SetTrimOffset,provided,void
p_cruise_ReadSetBtn,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_ReadSetBtn,If_PWT_Cruise,Pwt_Cruise_ReadSetBtn,provided,uint16_t
p_cruise_ReadCancelBtn,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_ReadCancelBtn,If_PWT_Cruise,Pwt_Cruise_ReadCancelBtn,provided,uint16_t
p_cruise_ReadVehSpeed,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_ReadVehSpeed,If_PWT_Cruise,Pwt_Cruise_ReadVehSpeed,provided,uint16_t
p_cruise_ReadAux01,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_ReadAux01,If_PWT_Cruise,Pwt_Cruise_ReadAux01,provided,uint16_t
p_cruise_ReadAux02,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_ReadAux02,If_PWT_Cruise,Pwt_Cruise_ReadAux02,provided,uint16_t
p_cruise_ReadAux03,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_ReadAux03,If_PWT_Cruise,Pwt_Cruise_ReadAux03,provided,uint16_t
p_cruise_Compute,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_Compute,If_PWT_Cruise,Pwt_Cruise_Compute,provided,uint16_t
p_cruise_SelfTest,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_SelfTest,If_PWT_Cruise,Pwt_Cruise_SelfTest,provided,uint8_t
p_cruise_Step,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_Step,If_PWT_Cruise,Pwt_Cruise_Step,provided,void
p_cruise_GetState,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::cruise.p_cruise_GetState,If_PWT_Cruise,Pwt_Cruise_GetState,provided,Pwt_Cruise_State_t*
p_launch_Init,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_Init,If_PWT_Launch,Pwt_Launch_Init,provided,void
p_launch_GetLaunchRpm,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_GetLaunchRpm,If_PWT_Launch,Pwt_Launch_GetLaunchRpm,provided,uint16_t
p_launch_SetLaunchRpm,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_SetLaunchRpm,If_PWT_Launch,Pwt_Launch_SetLaunchRpm,provided,void
p_launch_GetSlipTarget,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_GetSlipTarget,If_PWT_Launch,Pwt_Launch_GetSlipTarget,provided,uint16_t
p_launch_SetSlipTarget,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_SetSlipTarget,If_PWT_Launch,Pwt_Launch_SetSlipTarget,provided,void
p_launch_GetTrimOffset,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_GetTrimOffset,If_PWT_Launch,Pwt_Launch_GetTrimOffset,provided,uint16_t
p_launch_SetTrimOffset,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_SetTrimOffset,If_PWT_Launch,Pwt_Launch_SetTrimOffset,provided,void
p_launch_ReadClutchPos,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_ReadClutchPos,If_PWT_Launch,Pwt_Launch_ReadClutchPos,provided,uint16_t
p_launch_ReadTraction,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_ReadTraction,If_PWT_Launch,Pwt_Launch_ReadTraction,provided,uint16_t
p_launch_ReadAux01,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_ReadAux01,If_PWT_Launch,Pwt_Launch_ReadAux01,provided,uint16_t
p_launch_ReadAux02,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_ReadAux02,If_PWT_Launch,Pwt_Launch_ReadAux02,provided,uint16_t
p_launch_ReadAux03,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_ReadAux03,If_PWT_Launch,Pwt_Launch_ReadAux03,provided,uint16_t
p_launch_Compute,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_Compute,If_PWT_Launch,Pwt_Launch_Compute,provided,uint16_t
p_launch_SelfTest,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_SelfTest,If_PWT_Launch,Pwt_Launch_SelfTest,provided,uint8_t
p_launch_Step,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_Step,If_PWT_Launch,Pwt_Launch_Step,provided,void
p_launch_GetState,Components::P_SW_Components::Powertrain::P10_SW_Arch_Public::launch.p_launch_GetState,If_PWT_Launch,Pwt_Launch_GetState,provided,Pwt_Launch_State_t*
p_cellmon_Init,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_Init,If_BMS_Cellmon,Bms_Cellmon_Init,provided,void
p_cellmon_GetOverVoltMv,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_GetOverVoltMv,If_BMS_Cellmon,Bms_Cellmon_GetOverVoltMv,provided,uint16_t
p_cellmon_SetOverVoltMv,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_SetOverVoltMv,If_BMS_Cellmon,Bms_Cellmon_SetOverVoltMv,provided,void
p_cellmon_GetUnderVoltMv,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_GetUnderVoltMv,If_BMS_Cellmon,Bms_Cellmon_GetUnderVoltMv,provided,uint16_t
p_cellmon_SetUnderVoltMv,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_SetUnderVoltMv,If_BMS_Cellmon,Bms_Cellmon_SetUnderVoltMv,provided,void
p_cellmon_GetSampleMs,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_GetSampleMs,If_BMS_Cellmon,Bms_Cellmon_GetSampleMs,provided,uint16_t
p_cellmon_SetSampleMs,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_SetSampleMs,If_BMS_Cellmon,Bms_Cellmon_SetSampleMs,provided,void
p_cellmon_GetTrimOffset,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_GetTrimOffset,If_BMS_Cellmon,Bms_Cellmon_GetTrimOffset,provided,uint16_t
p_cellmon_SetTrimOffset,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_SetTrimOffset,If_BMS_Cellmon,Bms_Cellmon_SetTrimOffset,provided,void
p_cellmon_ReadCellMv,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_ReadCellMv,If_BMS_Cellmon,Bms_Cellmon_ReadCellMv,provided,uint16_t
p_cellmon_ReadPackCurrent,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_ReadPackCurrent,If_BMS_Cellmon,Bms_Cellmon_ReadPackCurrent,provided,uint16_t
p_cellmon_ReadCellTemp,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_ReadCellTemp,If_BMS_Cellmon,Bms_Cellmon_ReadCellTemp,provided,uint16_t
p_cellmon_ReadAux01,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_ReadAux01,If_BMS_Cellmon,Bms_Cellmon_ReadAux01,provided,uint16_t
p_cellmon_ReadAux02,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_ReadAux02,If_BMS_Cellmon,Bms_Cellmon_ReadAux02,provided,uint16_t
p_cellmon_ReadAux03,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_ReadAux03,If_BMS_Cellmon,Bms_Cellmon_ReadAux03,provided,uint16_t
p_cellmon_Compute,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_Compute,If_BMS_Cellmon,Bms_Cellmon_Compute,provided,uint16_t
p_cellmon_SelfTest,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_SelfTest,If_BMS_Cellmon,Bms_Cellmon_SelfTest,provided,uint8_t
p_cellmon_Step,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_Step,If_BMS_Cellmon,Bms_Cellmon_Step,provided,void
p_cellmon_GetState,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::cellmon.p_cellmon_GetState,If_BMS_Cellmon,Bms_Cellmon_GetState,provided,Bms_Cellmon_State_t*
p_soc_Init,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_Init,If_BMS_Soc,Bms_Soc_Init,provided,void
p_soc_GetNomCapacityAh,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_GetNomCapacityAh,If_BMS_Soc,Bms_Soc_GetNomCapacityAh,provided,uint16_t
p_soc_SetNomCapacityAh,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_SetNomCapacityAh,If_BMS_Soc,Bms_Soc_SetNomCapacityAh,provided,void
p_soc_GetCoulombGain,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_GetCoulombGain,If_BMS_Soc,Bms_Soc_GetCoulombGain,provided,uint16_t
p_soc_SetCoulombGain,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_SetCoulombGain,If_BMS_Soc,Bms_Soc_SetCoulombGain,provided,void
p_soc_GetTrimOffset,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_GetTrimOffset,If_BMS_Soc,Bms_Soc_GetTrimOffset,provided,uint16_t
p_soc_SetTrimOffset,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_SetTrimOffset,If_BMS_Soc,Bms_Soc_SetTrimOffset,provided,void
p_soc_ReadPackVoltage,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_ReadPackVoltage,If_BMS_Soc,Bms_Soc_ReadPackVoltage,provided,uint16_t
p_soc_ReadPackCurrent,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_ReadPackCurrent,If_BMS_Soc,Bms_Soc_ReadPackCurrent,provided,uint16_t
p_soc_ReadPackTemp,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_ReadPackTemp,If_BMS_Soc,Bms_Soc_ReadPackTemp,provided,uint16_t
p_soc_ReadAux01,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_ReadAux01,If_BMS_Soc,Bms_Soc_ReadAux01,provided,uint16_t
p_soc_ReadAux02,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_ReadAux02,If_BMS_Soc,Bms_Soc_ReadAux02,provided,uint16_t
p_soc_ReadAux03,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_ReadAux03,If_BMS_Soc,Bms_Soc_ReadAux03,provided,uint16_t
p_soc_Compute,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_Compute,If_BMS_Soc,Bms_Soc_Compute,provided,uint16_t
p_soc_SelfTest,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_SelfTest,If_BMS_Soc,Bms_Soc_SelfTest,provided,uint8_t
p_soc_Step,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_Step,If_BMS_Soc,Bms_Soc_Step,provided,void
p_soc_GetState,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::soc.p_soc_GetState,If_BMS_Soc,Bms_Soc_GetState,provided,Bms_Soc_State_t*
p_balancing_Init,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_Init,If_BMS_Balancing,Bms_Balancing_Init,provided,void
p_balancing_GetBalanceDeltaMv,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_GetBalanceDeltaMv,If_BMS_Balancing,Bms_Balancing_GetBalanceDeltaMv,provided,uint16_t
p_balancing_SetBalanceDeltaMv,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_SetBalanceDeltaMv,If_BMS_Balancing,Bms_Balancing_SetBalanceDeltaMv,provided,void
p_balancing_GetBalanceMs,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_GetBalanceMs,If_BMS_Balancing,Bms_Balancing_GetBalanceMs,provided,uint16_t
p_balancing_SetBalanceMs,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_SetBalanceMs,If_BMS_Balancing,Bms_Balancing_SetBalanceMs,provided,void
p_balancing_GetTrimOffset,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_GetTrimOffset,If_BMS_Balancing,Bms_Balancing_GetTrimOffset,provided,uint16_t
p_balancing_SetTrimOffset,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_SetTrimOffset,If_BMS_Balancing,Bms_Balancing_SetTrimOffset,provided,void
p_balancing_ReadMaxCellMv,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_ReadMaxCellMv,If_BMS_Balancing,Bms_Balancing_ReadMaxCellMv,provided,uint16_t
p_balancing_ReadMinCellMv,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_ReadMinCellMv,If_BMS_Balancing,Bms_Balancing_ReadMinCellMv,provided,uint16_t
p_balancing_ReadAux01,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_ReadAux01,If_BMS_Balancing,Bms_Balancing_ReadAux01,provided,uint16_t
p_balancing_ReadAux02,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_ReadAux02,If_BMS_Balancing,Bms_Balancing_ReadAux02,provided,uint16_t
p_balancing_ReadAux03,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_ReadAux03,If_BMS_Balancing,Bms_Balancing_ReadAux03,provided,uint16_t
p_balancing_Compute,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_Compute,If_BMS_Balancing,Bms_Balancing_Compute,provided,uint16_t
p_balancing_SelfTest,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_SelfTest,If_BMS_Balancing,Bms_Balancing_SelfTest,provided,uint8_t
p_balancing_Step,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_Step,If_BMS_Balancing,Bms_Balancing_Step,provided,void
p_balancing_GetState,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::balancing.p_balancing_GetState,If_BMS_Balancing,Bms_Balancing_GetState,provided,Bms_Balancing_State_t*
p_contactor_Init,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_Init,If_BMS_Contactor,Bms_Contactor_Init,provided,void
p_contactor_GetPrechargeMs,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_GetPrechargeMs,If_BMS_Contactor,Bms_Contactor_GetPrechargeMs,provided,uint16_t
p_contactor_SetPrechargeMs,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_SetPrechargeMs,If_BMS_Contactor,Bms_Contactor_SetPrechargeMs,provided,void
p_contactor_GetWeldDebounce,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_GetWeldDebounce,If_BMS_Contactor,Bms_Contactor_GetWeldDebounce,provided,uint16_t
p_contactor_SetWeldDebounce,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_SetWeldDebounce,If_BMS_Contactor,Bms_Contactor_SetWeldDebounce,provided,void
p_contactor_GetTrimOffset,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_GetTrimOffset,If_BMS_Contactor,Bms_Contactor_GetTrimOffset,provided,uint16_t
p_contactor_SetTrimOffset,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_SetTrimOffset,If_BMS_Contactor,Bms_Contactor_SetTrimOffset,provided,void
p_contactor_ReadMainAux,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_ReadMainAux,If_BMS_Contactor,Bms_Contactor_ReadMainAux,provided,uint16_t
p_contactor_ReadPrechargeAux,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_ReadPrechargeAux,If_BMS_Contactor,Bms_Contactor_ReadPrechargeAux,provided,uint16_t
p_contactor_ReadBusVolt,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_ReadBusVolt,If_BMS_Contactor,Bms_Contactor_ReadBusVolt,provided,uint16_t
p_contactor_ReadAux01,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_ReadAux01,If_BMS_Contactor,Bms_Contactor_ReadAux01,provided,uint16_t
p_contactor_ReadAux02,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_ReadAux02,If_BMS_Contactor,Bms_Contactor_ReadAux02,provided,uint16_t
p_contactor_ReadAux03,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_ReadAux03,If_BMS_Contactor,Bms_Contactor_ReadAux03,provided,uint16_t
p_contactor_Compute,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_Compute,If_BMS_Contactor,Bms_Contactor_Compute,provided,uint16_t
p_contactor_SelfTest,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_SelfTest,If_BMS_Contactor,Bms_Contactor_SelfTest,provided,uint8_t
p_contactor_Step,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_Step,If_BMS_Contactor,Bms_Contactor_Step,provided,void
p_contactor_GetState,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::contactor.p_contactor_GetState,If_BMS_Contactor,Bms_Contactor_GetState,provided,Bms_Contactor_State_t*
p_thermrunaway_Init,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_Init,If_BMS_Thermrunaway,Bms_Thermrunaway_Init,provided,void
p_thermrunaway_GetRunawayDtC,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_GetRunawayDtC,If_BMS_Thermrunaway,Bms_Thermrunaway_GetRunawayDtC,provided,uint16_t
p_thermrunaway_SetRunawayDtC,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_SetRunawayDtC,If_BMS_Thermrunaway,Bms_Thermrunaway_SetRunawayDtC,provided,void
p_thermrunaway_GetRunawayWindowMs,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_GetRunawayWindowMs,If_BMS_Thermrunaway,Bms_Thermrunaway_GetRunawayWindowMs,provided,uint16_t
p_thermrunaway_SetRunawayWindowMs,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_SetRunawayWindowMs,If_BMS_Thermrunaway,Bms_Thermrunaway_SetRunawayWindowMs,provided,void
p_thermrunaway_GetTrimOffset,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_GetTrimOffset,If_BMS_Thermrunaway,Bms_Thermrunaway_GetTrimOffset,provided,uint16_t
p_thermrunaway_SetTrimOffset,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_SetTrimOffset,If_BMS_Thermrunaway,Bms_Thermrunaway_SetTrimOffset,provided,void
p_thermrunaway_ReadDtDtC,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_ReadDtDtC,If_BMS_Thermrunaway,Bms_Thermrunaway_ReadDtDtC,provided,uint16_t
p_thermrunaway_ReadGasSensor,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_ReadGasSensor,If_BMS_Thermrunaway,Bms_Thermrunaway_ReadGasSensor,provided,uint16_t
p_thermrunaway_ReadAux01,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_ReadAux01,If_BMS_Thermrunaway,Bms_Thermrunaway_ReadAux01,provided,uint16_t
p_thermrunaway_ReadAux02,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_ReadAux02,If_BMS_Thermrunaway,Bms_Thermrunaway_ReadAux02,provided,uint16_t
p_thermrunaway_ReadAux03,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_ReadAux03,If_BMS_Thermrunaway,Bms_Thermrunaway_ReadAux03,provided,uint16_t
p_thermrunaway_Compute,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_Compute,If_BMS_Thermrunaway,Bms_Thermrunaway_Compute,provided,uint16_t
p_thermrunaway_SelfTest,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_SelfTest,If_BMS_Thermrunaway,Bms_Thermrunaway_SelfTest,provided,uint8_t
p_thermrunaway_Step,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_Step,If_BMS_Thermrunaway,Bms_Thermrunaway_Step,provided,void
p_thermrunaway_GetState,Components::P_SW_Components::BatteryMgmt::P10_SW_Arch_Public::thermrunaway.p_thermrunaway_GetState,If_BMS_Thermrunaway,Bms_Thermrunaway_GetState,provided,Bms_Thermrunaway_State_t*
p_coolant_Init,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_Init,If_THM_Coolant,Thm_Coolant_Init,provided,void
p_coolant_GetTargetC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_GetTargetC,If_THM_Coolant,Thm_Coolant_GetTargetC,provided,uint16_t
